epoch,loss,val_loss
59,0.4030456364154816,0.4036874532699585
60,0.4030773613188002,0.40372821092605593
61,0.4027243494987488,0.40371785759925843
62,0.4024840553601583,0.4033747911453247
63,0.40255199670791625,0.4031218886375427
64,0.40243516233232285,0.403751528263092
65,0.4027613189485338,0.40323824882507325
66,0.4027603122923109,0.40466020703315736
67,0.4024747689565023,0.40285667181015017
68,0.4017650769816505,0.40263615250587464
69,0.4018145369158851,0.4029629468917847
70,0.40172037416034273,0.40262442231178286
71,0.40148482852511935,0.4021278917789459
72,0.40128456354141234,0.40227274894714354
73,0.4013698564635383,0.402348005771637
74,0.40143935945298936,0.4022699654102325
75,0.40120284292432995,0.4020642042160034
76,0.40105923016866046,0.40193543434143064
77,0.4010174420144823,0.4021678864955902
78,0.40098572373390196,0.40158467292785643
79,0.4008016268412272,0.401618218421936
80,0.4006471428606245,0.4015247583389282
81,0.4006068891949124,0.40171175003051757
82,0.4005868699815538,0.4017357110977173
83,0.40085643927256265,0.4022039771080017
84,0.4009787162144979,0.4014844596385956
85,0.40050962103737725,0.4016417622566223
86,0.40049562189314103,0.40138771533966067
87,0.4004877077208625,0.4011729836463928
88,0.4004137701458401,0.40164361000061033
89,0.40047554439968536,0.40112345218658446
90,0.4000736355781555,0.40114368200302125
91,0.4001217550701565,0.40130568742752076
92,0.4000003311369154,0.4009701132774353
93,0.4000888334380256,0.4013006389141083
94,0.39999665551715424,0.40095198154449463
95,0.40014848046832613,0.40110827684402467
96,0.40025234288639494,0.4008915305137634
97,0.39991706212361655,0.40062243938446046
98,0.3995872563785977,0.4006419599056244
99,0.39960413641399806,0.40078139305114746
100,0.3997164871957567,0.4019700825214386
101,0.40038825737105477,0.4008924841880798
102,0.3996994343068865,0.4004635989665985
103,0.39941555129157175,0.400291895866394
104,0.39928216536839806,0.4002880036830902
105,0.39918985499276055,0.40031245946884153
106,0.3991790877448188,0.4005498468875885
107,0.39911454651090833,0.4001032829284668
108,0.3989589624934726,0.40010579228401183
109,0.39892224338319565,0.39989656805992124
110,0.39886154996024237,0.3999074935913086
111,0.3987302985456255,0.39986092448234556
112,0.3987894389364455,0.3998479127883911
113,0.3986944768163893,0.39960057139396665
114,0.39867414633433024,0.39996113777160647
115,0.3986569987403022,0.3998487114906311
116,0.39854855603641937,0.3997387528419495
117,0.398590126964781,0.39976744055747987
118,0.398454921775394,0.39962695837020873
119,0.3984092824988895,0.3999491035938263
120,0.3983805067009396,0.3998486578464508
121,0.3985168245103624,0.3998233795166016
122,0.39839202562967935,0.39952392578125
123,0.3982455458905962,0.39931939244270326
124,0.3983357058631049,0.40000362396240235
125,0.39868514935175575,0.3997056245803833
126,0.3985943304167853,0.39936785101890565
127,0.39800776640574137,0.39938056468963623
128,0.39804048074616327,0.3991657614707947
129,0.3979554560449388,0.39926782846450803
130,0.3978530142042372,0.3990502953529358
131,0.3977477139896817,0.39893475770950315
132,0.3977618508868747,0.3991497039794922
133,0.39772181113560995,0.398823618888855
134,0.397624495294359,0.3988824784755707
135,0.39759351478682625,0.39891684651374815
136,0.3976216064559089,0.39876642227172854
137,0.39753997723261514,0.39886519908905027
138,0.3975683159298367,0.39912785291671754
139,0.39777813884947033,0.39920639991760254
140,0.39767062266667685,0.39894997477531435
141,0.3973958565129174,0.39882978796958923
142,0.39735443459616765,0.39869382977485657
143,0.3973662820127275,0.39877339005470275
144,0.3973369426197476,0.3987640976905823
145,0.39716089765230816,0.3987916111946106
146,0.39722091356913247,0.39889354109764097
147,0.3972314198811849,0.39901188015937805
148,0.39737677375475566,0.399210250377655
149,0.39731453855832416,0.3989227473735809
150,0.39720712039205763,0.3984489977359772
151,0.39710999064975316,0.39844359159469606
152,0.39728331234720016,0.39842796325683594
153,0.39718832439846463,0.3985380530357361
154,0.3969755914476183,0.3986585795879364
155,0.3969159762064616,0.39842363595962527
156,0.3967907064490848,0.3982385456562042
157,0.39662849174605475,0.3982054054737091
158,0.3967257446712918,0.3982408940792084
159,0.3965681493282318,0.39830462336540223
160,0.39657865497801037,0.3980970442295074
161,0.39655928214391073,0.39805116057395934
162,0.3965546727180481,0.39815760850906373
163,0.39657483498255414,0.3983733534812927
164,0.39672528240415783,0.3986760139465332
165,0.3966307686434852,0.3988183796405792
166,0.396765974495146,0.3981392741203308
167,0.39664436181386314,0.3981017768383026
168,0.3964272850089603,0.39792877435684204
169,0.3962346182929145,0.3979430079460144
170,0.39622004297044544,0.3980224609375
171,0.39614470733536616,0.39771662950515746
172,0.3960630655288696,0.39800498485565183
173,0.39602012170685663,0.39772857427597047
174,0.39590882195366756,0.39768233299255373
175,0.39596017334196304,0.39775105714797976
176,0.39596404631932575,0.39763650894165037
177,0.3959269106388092,0.39778059124946596
178,0.39589457710584003,0.39806092977523805
179,0.39626772668626575,0.3983538389205933
180,0.39630798631244235,0.39794754385948183
181,0.3960734287897746,0.3981041252613068
182,0.3962007310655382,0.3984633803367615
183,0.396078567372428,0.39811694622039795
184,0.39589160945680407,0.39743914604187014
185,0.395614457792706,0.39747148752212524
186,0.3955911291970147,0.397816663980484
187,0.3956023203002082,0.3972618281841278
188,0.39545042514801027,0.39746174216270447
189,0.395360881752438,0.3974177598953247
190,0.39534720844692656,0.39742385149002074
191,0.39539252122243246,0.3976082503795624
192,0.39538064665264555,0.39744608402252196
193,0.3953634156121148,0.39782166481018066
194,0.39547871483696834,0.39721651673316954
195,0.39535782867007785,0.39734009504318235
196,0.3951558126343621,0.397188401222229
197,0.3952112866772546,0.3976807236671448
198,0.39523564444647896,0.3974115252494812
199,0.3953143901295132,0.3972002983093262
200,0.39526116450627646,0.3973048686981201
201,0.3951721469561259,0.397550106048584
202,0.3952864752875434,0.39778844118118284
203,0.39542588724030386,0.3983196556568146
204,0.3957060562239753,0.3982893586158752
205,0.3957394560178121,0.397859251499176
206,0.39535478088590836,0.3978308320045471
207,0.39553355905744764,0.3974705696105957
208,0.3957762082417806,0.39795241355895994
209,0.3955159717135959,0.39739543199539185
210,0.39513852066463895,0.39726054668426514
211,0.3949504269493951,0.3970219910144806
212,0.39482478234503005,0.3971446752548218
213,0.39474455581771,0.39686775803565977
214,0.39463541507720945,0.39690269231796266
215,0.3947385271390279,0.3968698620796204
216,0.39483666949801977,0.3970383405685425
217,0.39488703740967646,0.3973003625869751
218,0.3950838267803192,0.3975598871707916
219,0.3949206100569831,0.39720616340637205
220,0.39476304517851935,0.3970555901527405
221,0.39458893471293977,0.3970256507396698
222,0.39449325137668184,0.3968119859695435
223,0.39432636631859674,0.396958190202713
224,0.394310149219301,0.3967042326927185
225,0.3942462431059943,0.3965976595878601
226,0.39415544668833413,0.3968138098716736
227,0.39414102567566767,0.39667084217071535
228,0.39409715400801765,0.3966620922088623
229,0.39409231146176654,0.39683682918548585
230,0.3941953082879384,0.397038471698761
231,0.39415753417544896,0.3970881462097168
232,0.39426670140690273,0.3972452223300934
233,0.39436595307456124,0.39687280654907225
234,0.39432499607404076,0.39706904292106626
235,0.394426965713501,0.3970466136932373
236,0.39453142484029136,0.39686561822891236
237,0.39458435641394723,0.39738807678222654
238,0.3946001920435164,0.3974802136421204
239,0.39437871045536466,0.39669429063796996
240,0.39403003719117907,0.39679543375968934
241,0.3940124544832442,0.39681473970413206
242,0.3939990116490258,0.39659940004348754
243,0.39380354483922325,0.3966619670391083
244,0.39375454518530106,0.39664446711540224
245,0.3936949458387163,0.39655054807662965
246,0.39368518458472357,0.396715247631073
247,0.3936734543906318,0.3964363098144531
248,0.3937435918384128,0.39636491537094115
249,0.39373005496131047,0.39691039323806765
250,0.3939875258339776,0.39681453704833985
251,0.3940353751182556,0.3971197187900543
252,0.3940890259212918,0.39694427251815795
253,0.393914794921875,0.3969419479370117
254,0.39378275937504237,0.3967074155807495
255,0.39362891515096027,0.3963771939277649
256,0.3934849368201362,0.39670864343643186
257,0.3935817122459412,0.3965408027172089
258,0.393517937262853,0.39663206934928896
259,0.39353461662928263,0.39663214683532716
260,0.3935903880331251,0.39654524326324464
261,0.39364133543438384,0.3965134620666504
262,0.39354670180214774,0.39712698459625245
263,0.3938022322124905,0.3967296838760376
264,0.3937706000275082,0.39662867188453677
265,0.3937797162267897,0.39701411724090574
266,0.3935998141765594,0.3966748774051666
267,0.39345687495337595,0.3967380166053772
268,0.3934752543767293,0.396605920791626
269,0.3935195631451077,0.39704873561859133
270,0.3936566584640079,0.39682849645614626
271,0.3934868997997708,0.3966073036193848
272,0.3933586498101552,0.39665374755859373
273,0.3933958503935072,0.3964126229286194
274,0.39325517416000366,0.39620710611343385
275,0.3932864606380463,0.3962371706962585
276,0.3932537198066711,0.3962134599685669
277,0.39322001338005064,0.3965360403060913
278,0.39315498338805305,0.39667539596557616
279,0.3933472805553012,0.3968342781066895
280,0.39331663846969606,0.3971055209636688
281,0.39345729748408,0.3967701196670532
282,0.3932476189401415,0.39670273661613464
283,0.39322100745307076,0.39641212224960326
284,0.3929670943154229,0.3963164329528809
285,0.39284505115615,0.39623695611953735
286,0.39282359149720936,0.3965097784996033
287,0.39275498059060837,0.396226578950882
288,0.3927048106988271,0.3961757183074951
289,0.3926510062482622,0.3963062882423401
290,0.3925451490614149,0.3962703824043274
291,0.39259177843729653,0.396440589427948
292,0.3924390561050839,0.39638463258743284
293,0.3924977382024129,0.39630786180496214
294,0.3924387256304423,0.39620649814605713
295,0.3925663769245148,0.39620913863182067
296,0.3925078915225135,0.39615415334701537
297,0.39255215062035453,0.3960907876491547
298,0.3924421442879571,0.396526575088501
299,0.3923449443446265,0.39623829126358034
